restaurant_name,review_text,rating
Sunset Terrace,This is my new fav Vegas buffet spot.,5
The Corner Bistro,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,1
Maple & Vine,"Very, very sad.",1
Riverside Grill,"i felt insulted and disrespected, how could you talk and judge another human being like that?",1
Oak & Ember,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",1
Harbor House,I'm not impressed with the concept or the food.,1
Blue Willow,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,1
Cedar & Salt,"There is really nothing for me at postinos, hope your experience is better",1
The Garden Fork,I got food poisoning here at the buffet.,1
Iron Skillet,They brought a fresh batch of fries and I was thinking yay something warm but no!,1
Sunset Terrace,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",1
The Corner Bistro,"Needless to say, I won't be going back anytime soon.",1
Maple & Vine,This place is disgusting!,1
Riverside Grill,"Every time I eat here, I see caring teamwork to a professional degree.",5
Oak & Ember,The RI style calamari was a joke.,1
Harbor House,"However, there was so much garlic in the fondue, it was barely edible.",1
Blue Willow,"I could barely stomach the meal, but didn't complain because it was a business lunch.",1
Cedar & Salt,"It was so bad, I had lost the heart to finish it.",1
The Garden Fork,It also took her forever to bring us the check when we asked for it.,1
Iron Skillet,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,1
Sunset Terrace,Disappointing experience.,1
The Corner Bistro,"The food is about on par with Denny's, which is to say, not good at all.",1
Maple & Vine,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",1
Riverside Grill,WAAAAAAyyyyyyyyyy over rated is all I am saying.,1
Oak & Ember,We won't be going back.,1
Harbor House,The place was fairly clean but the food simply wasn't worth it.,1
Blue Willow,This place lacked style!!,1
Cedar & Salt,"The sangria was about half of a glass wine full and was $12, ridiculous.",1
The Garden Fork,Don't bother coming here.,1
Iron Skillet,"The meat was pretty dry, I had the sliced brisket and pulled pork.",1
Sunset Terrace,"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",1
The Corner Bistro,It was equally awful.,1
Maple & Vine,Probably not in a hurry to go back.,1
Riverside Grill,very slow at seating even with reservation.,1
Oak & Ember,Not good by any stretch of the imagination.,1
Harbor House,The cashew cream sauce was bland and the vegetables were undercooked.,1
Blue Willow,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",1
Cedar & Salt,"It was a bit too sweet, not really spicy enough, and lacked flavor.",1
The Garden Fork,I was VERY disappointed!!,1
Iron Skillet,This place is horrible and way overpriced.,1
Sunset Terrace,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",1
The Corner Bistro,It wasn't busy at all and now we know why.,1
Maple & Vine,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,1
Riverside Grill,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",1
Oak & Ember,Con: spotty service.,1
Harbor House,"The fries were not hot, and neither was my burger.",1
Blue Willow,But then they came back cold.,1
Cedar & Salt,"Then our food came out, disappointment ensued.",1
The Garden Fork,The real disappointment was our waiter.,1
Iron Skillet,My husband said she was very rude... did not even apologize for the bad food or anything.,1
Sunset Terrace,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,1
The Corner Bistro,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",1
Maple & Vine,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,1
Riverside Grill,She was quite disappointed although some blame needs to be placed at her door.,1
Oak & Ember,After all the rave reviews I couldn't wait to eat here......what a disappointment!,1
Harbor House,Del Taco is pretty nasty and should be avoided if possible.,1
Blue Willow,It's NOT hard to make a decent hamburger.,1
Cedar & Salt,But I don't like it.,1
The Garden Fork,Hell no will I go back,1
Iron Skillet,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,1
Sunset Terrace,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",1
The Corner Bistro,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,1
Maple & Vine,The ambiance isn't much better.,1
Riverside Grill,"Unfortunately, it only set us up for disapppointment with our entrees.",1
Oak & Ember,The food wasn't good.,1
Harbor House,"Your servers suck, wait, correction, our server Heimer sucked.",1
Blue Willow,What happened next was pretty....off putting.,1
Cedar & Salt,"too bad cause I know it's family owned, I really wanted to like this place.",1
The Garden Fork,Overpriced for what you are getting.,1
Iron Skillet,I vomited in the bathroom mid lunch.,1
Sunset Terrace,"I kept looking at the time and it had soon become 35 minutes, yet still no food.",1
The Corner Bistro,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",1
Maple & Vine,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,1
Riverside Grill,Food was below average.,1
Oak & Ember,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,1
Harbor House,"All in all, Ha Long Bay was a bit of a flop.",1
Blue Willow,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,1
Cedar & Salt,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,1
The Garden Fork,"It lacked flavor, seemed undercooked, and dry.",1
Iron Skillet,It really is impressive that the place hasn't closed down.,1
Sunset Terrace,I would avoid this place if you are staying in the Mirage.,1
The Corner Bistro,The refried beans that came with my meal were dried out and crusty and the food was bland.,1
Maple & Vine,Spend your money and time some place else.,1
Riverside Grill,A lady at the table next to us found a live green caterpillar In her salad.,1
Oak & Ember,the presentation of the food was awful.,1
Harbor House,I can't tell you how disappointed I was.,1
Blue Willow,I think food should have flavor and texture and both were lacking.,1
Cedar & Salt,Appetite instantly gone.,1
The Garden Fork,Overall I was not impressed and would not go back.,1
Iron Skillet,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",1
Sunset Terrace,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",1
